id,text,label
388,"На пустынной Преображенской Снег кружился и ветер выл... К Гумилеву я постучала, Гумилев мне дверь отворил. В кабинете топилась печка, За окном становилось темней. Он сказал: ""Напишите балладу Обо мне и жизни моей! Это, право, прекрасная тема"",- Но я ему ответила: ""Нет. Как о Вас напишешь балладу? Ведь вы не герой, а поэт"". Разноглазое отсветом печки Осветилось лицо его. Это было в вечер туманный, В Петербурге на Рождество... Я о нем вспоминаю все чаще, Все печальнее с каждым днем. И теперь я пишу балладу Для него и о нем. Плыл Гумилев по Босфору В Африку, страну чудес, Думал о древних героях Под широким шатром небес. Обрываясь, падали звезды Тонкой нитью огня. И каждой звезде говорил он: - ""Сделай героем меня!"" Словно в аду полгода В Африке жил Гумилев, Сражался он с дикарями, Охотился на львов. Встречался не раз он со смертью, В пустыне под ""небом чужим"". Когда он домой возвратился, Друзья потешались над ним: - ""Ах, Африка! Как экзотично! Костры, негритянки, там-там, Изысканные жирафы, И друг ваш гиппопотам"". Во фраке, немного смущенный, Вошел он в сияющий зал И даме в парижском платье Руку поцеловал. ""Я вам посвящу поэму, Я вам расскажу про Нил, Я вам подарю леопарда, Которого сам убил"". Колыхался розовый веер, Гумилев не нравился ей. - ""Я стихов не люблю. На что мне Шкуры диких зверей"",.. Когда войну объявили, Гумилев ушел воевать. Ушел и оставил в Царском Сына, жену и мать. Средь храбрых он был храбрейший, И, может быть, оттого Вражеские снаряды И пули щадили его. Но приятели косо смотрели На георгиевские кресты: - ""Гумилеву их дать? Умора!"" И усмешка кривила рты. Солдатские - по эскадрону Кресты такие не в счет. Известно, он дружбу с начальством По пьяному делу ведет. Раз, незадолго до смерти, Сказал он уверенно: ""Да. В любви, на войне и в картах Я буду счастлив всегда!.. Ни на море, ни на суше Для меня опасности нет..."" И был он очень несчастен, Как несчастен каждый поэт. Потом поставили к стенке И расстреляли его. И нет на его могиле Ни креста, ни холма - ничего. Но любимые им серафимы За его прилетели душой. И звезды в небе пели: - ""Слава тебе, герой!""",баллада
389,"Георгию Адамовичу К дому по Бассейной, шестьдесят, Подъезжает извозчик каждый день, Чтоб везти комиссара в комиссариат - Комиссару ходить лень. Извозчик заснул, извозчик ждет, И лошадь спит и жует, И оба ждут, и оба спят: Пора комиссару в комиссариат. На подъезд выходит комиссар Зон, К извозчику быстро подходит он, Уже не молод, еще не стар, На лице отвага, в глазах пожар - Вот каков собой комиссар. Он извозчика в бок и лошадь в бок И сразу в пролетку скок. Извозчик дернет возжей, Лошадь дернет ногой, Извозчик крикнет: ""Ну!"" Лошадь поднимет ногу одну, Поставит на земь опять, Пролетка покатится вспять, Извозчик щелкнет кнутом И двинется в путь с трудом. В пять часов извозчик едет домой, Лошадь трусит усталой рысцой, Сейчас он в чайной чаю попьет, Лошадь сена пока пожует. На дверях чайной - засов И надпись: ""Закрыто по случаю дров"". Извозчик вздохнул: ""Ух, чертов стул!"" Почесал затылок и снова вздохнул. Голодный извозчик едет домой, Лошадь снова трусит усталой рысцой. Наутро подъехал он в пасмурный день К дому по Бассейной, шестьдесят, Чтоб вести комиссара в комиссариат - Комиссару ходить лень. Извозчик уснул, извозчик ждет, И лошадь спит и жует, И оба ждут, и оба спят: Пора комиссару в комиссариат. На подъезд выходит комиссар Зон, К извозчику быстро подходит он, Извозчика в бок и лошадь в бок И сразу в пролетку скок. Но извозчик не дернул возжей, Не дернула лошадь ногой. Извозчик не крикнул: ""Ну!"" Не подняла лошадь ногу одну, Извозчик не щелкнул кнутом, Не двинулись в путь с трудом. Комиссар вскричал: ""Что за черт! Лошадь мертва, извозчик мертв! Теперь пешком мне придется бежать, На площадь Урицкого, пять"". Небесной дорогой голубой Идет извозчик и лошадь ведет за собой. Подходят они к райским дверям: ""Апостол Петр, отворите нам!"" Раздался голос святого Петра: ""А много вы сделали в жизни добра?"" - ""Мы возили комиссара в комиссариат Каждый день туда и назад, Голодали мы тысячу триста пять дней, Сжальтесь над лошадью бедной моей! Хорошо и спокойно у вас в раю, Впустите меня и лошадь мою!"" Апостол Петр отпер дверь, На лошадь взглянул: ""Ишь, тощий зверь! Ну, так и быть, полезай!"" И вошли они в Божий рай.",баллада
390,"Высоки были стены, и ров был глубок. С ходу взять эту крепость никак он не мог. Вот засыпали ров - он с землей наравне. Вот приставили лестницы к гордой стене. Лезут воины кверху, но сверху долой Их сшибают камнями, кипящей смолой. Лезут новые - новый срывается крик. И вершины стены ни один не достиг. - Трусы! Серые крысы вас стоят вполне!- Загремел Александр.- Дайте лестницу мне!- Первым на стену бешено кинулся он, Словно был обезьяною в джунглях рожден. Следом бросились воины,- как виноград,- Гроздья шлемов над каждой ступенью висят. Александр уже на стену вынес свой щит. Слышит - лестница снизу надсадно трещит. Лишь с двумя смельчаками он к небу взлетел, Как обрушило лестницу тяжестью тел. Три мишени, три тени - добыча камням. Сзади тясячный крик: - Прыгай на руки к нам!- Но уже он почувствовал, что недалек Тот щемящий, веселый и злой холодок. Холодок безрассудства. Негаданный, тот, Сумасшедшего сердца слепой нерасчет. А в слепом нерасчете - всему вопреки - Острый поиск ума, безотказность руки. Просят вниз его прыгать? Ну что ж, он готов,- Только в крепость, в толпу озверелых врагов. Он летит уже. Меч вырывает рука. И с мечами, как с крыльями, два смельчака. (...Так, с персидским царем начиная свой бой, С горсткой всадников резал он вражеский строй Да следил, чтоб коня его злая ноздря Не теряла тропу к колеснице царя...) Но ведь прошлые битвы вершили судьбу - То ль корона в кудрях, то ли ворон на лбу. Это ж так, крепостца на неглавном пути, Можно было и просто ее обойти, Но никто из ведущих о битвах рассказ Не видал, чтобы он колебался хоть раз. И теперь, не надеясь на добрый прием, Заработали складно мечами втроем. Груды тел вырастали вокруг. Между тем Камень сбил с Александра сверкающий шлем. Лишь на миг опустил он свой щит. И стрела Панцирь смяла и в грудь Александра вошла. Он упал на колено. И встать он не смог. И на землю безмолвно, беспомощно лег. Но уже крепостные ворота в щепе. Меч победы и мести гуляет в толпе. Александра выносят. Пробитая грудь Свежий воздух целебный не в силах вдохнуть... Разлетелся быстрее, чем топот копыт, Слух по войску, что царь их стрелою убит. Старый воин качает седой головой: ""Был он так безрассуден, наш царь молодой"". Между тем, хоть лицо его словно в мелу, Из груди Александра добыли стрелу. Буйно хлынула кровь. А потом запеклась. Стали тайные травы на грудь ему класть. Был он молод и крепок. И вот он опять Из беспамятства выплыл. Но хочется спать... Возле мачты сидит он в лавровом венке. Мимо войска галера плывет по реке. Хоть не ведали воины точно пока, То ль живого везут, то ль везут мертвяка, Может, все-таки рано им плакать о нем? Он у мачты сидит. И молчит о своем. Безрассудство... А где его грань? Сложен суд,- Где отвага и глупость границу несут. Вспомнил он, как под вечер, устав тяжело, Войско мерно над черною пропастью шло. Там персидских послов на окраине дня Принял он второпях, не слезая с коня. Взял письмо, а дары завязали в узлы. - Не спешите на битву,- просили послы.- Замиритесь с великим персидским царем. - Нет,- сказал Александр,- мы скорее умрем. - Вы погибнете,- грустно сказали послы,- Нас без счета, а ваши фаланги малы.- Он ответил: - Неверно ведете вы счет. Каждый воин мой стоит иных пятисот.- К утомленным рядам повернул он коня. - Кто хотел бы из вас умереть за меня? - Сразу двинулись все. - Нет,- отвел он свой взгляд,- Только трое нужны. Остальные - назад.- Трое юношей, сильных и звонких, как меч, Появились в размашистой резкости плеч. Он, любуясь прекрасною статью такой, Указал им на черную пропасть рукой. И мальчишки, с улыбкой пройдя перед ним, Молча прыгнули в пропасть один за другим. Он спросил: - Значит, наши фаланги малы?- Тихо, с ужасом скрылись в закате послы. Безрассудство, а где его грань? Сложен суд, Где бесстрашье с бессмертьем границу несут. Не безумно ль водить по бумаге пустой, Если жили на свете Шекспир и Толстой? А зачем же душа? Чтобы зябко беречь От снегов и костров, от безжалостных встреч? Если вера с тобой и свеченье ума, То за ними удача приходит сама. ...Царь у мачты. А с берега смотрят войска: - Мертвый? Нет, погляди, шевельнулась рука...- Старый воин качает седой головой: - Больно ты безрассуден, наш царь молодой.- Александр, улыбнувшись, ответил ему: - Прыгать в крепость, ты прав, было мне ни к чему.",баллада
391,"Третий год у Натальи тяжелые сны, Третий год ей земля горяча — С той поры как солдатской дорогой войны Муж ушел, сапогами стуча. На четвертом году прибывает пакет. Почерк в нем незнаком и суров: «Он отправлен в саратовский лазарет, Ваш супруг, Алексей Ковалев». Председатель дает подорожную ей. То надеждой, то горем полна, На другую солдатку оставив детей, Едет в город Саратов она. А Саратов велик. От дверей до дверей Как найти в нем родные следы? Много раненых братьев, отцов и мужей На покое у волжской воды. Наконец ее доктор ведет в тишине По тропинкам больничных ковров. И, притихшая, слышит она, как во сне: — Здесь лежит Алексей Ковалев.— Нерастраченной нежности женской полна, И калеку Наталья ждала, Но того, что увидела, даже она Ни понять, ни узнать не могла. Он хозяином был ее дум и тревог, Запевалой, лихим кузнецом. Он ли — этот бедняга без рук и без ног, С перекошенным, серым лицом? И, не в силах сдержаться, от горя пьяна, Повалившись в кровать головой, В голос вдруг закричала, завыла она: — Где ты, Леша, соколик ты мой?! — Лишь в глазах у него два горячих луча. Что он скажет — безрукий, немой! И сурово Наталья глядит на врача: — Собирайте, он едет домой. Не узнать тебе друга былого, жена,— Пусть как память живет он в дому. — Вот спаситель ваш,— детям сказала она,— Все втроем поклонитесь ему! Причитали соседки над женской судьбой, Горевал ее горем колхоз. Но, как прежде, вставала Наталья с зарей, И никто не видал ее слез... Чисто в горнице. Дышат в печи пироги. Только вдруг, словно годы назад, Под окном раздаются мужские шаги, Сапоги по ступенькам стучат. И Наталья глядит со скамейки без слов, Как, склонившись в дверях головой, Входит в горницу муж — Алексей Ковалев — С перевязанной правой рукой. — Не ждала? — говорит, улыбаясь, жене. И, взглянув по-хозяйски кругом, Замечает чужие глаза в тишине И другого на месте своем. А жена перед ним ни мертва ни жива... Но, как был он, в дорожной пыли, Все поняв и не в силах придумать слова, Поклонился жене до земли. За великую душу подруге не мстят И не мучают верной жены. А с войны воротился не просто солдат, Не с простой воротился войны. Если будешь на Волге — припомни рассказ, Невзначай загляни в этот дом, Где напротив хозяйки в обеденный час Два солдата сидят за столом.",баллада
392,"Бывает, курьером на борзом Расскачется сердце, и точно Отрывистость азбуки морзе, Черты твои в зеркале срочны. Поэт или просто глашатай, Герольд или просто поэт, В груди твоей - топот лошадный И сжатость огней и ночных эстафет. Кому сегодня шутится? Кому кого жалеть? С платка текла распутица, И к ливню липла плеть. Был ветер заперт наглухо И штемпеля влеплял, Как оплеухи наглости, Шалея, конь в поля. Бряцал мундштук закушенный, Врывалась в ночь лука, Конь оглушал заушиной Раскаты большака. Не видно ни зги, но затем в отдаленьи Движенье: лакей со свечой в колпаке. Мельчая, коптят тополя, и аллея Уходит за пчельник, истлев вдалеке. Салфетки белей алебастр балюстрады. Похоже, огромный, как тень, брадобрей Мокает в пруды дерева и ограды И звякает бритвой об рант галерей. Bпустите, мне надо видеть графа. Bы спросите, кто я? Здесь жил органист. Он лег в мою жизнь пятеричной оправой Ключей и регистров. Он уши зарниц Крюками прибил к проводам телеграфа. Bы спросите, кто я? На розыск Кайяфы Отвечу: путь мой был тернист. Летами тишь гробовая Стояла, и поле отхлебывало Из черных котлов, забываясь, Лапшу светоносного облака. А зимы другую основу Сновали, и вот в этом крошеве Я - черная точка дурного В валящихся хлопьях хорошего. Я - пар отстучавшего града, прохладой В исходную высь воспаряющий. Я - Плодовая падаль, отдавшая саду Все счеты по службе, всю сладость и яды, Чтоб, музыкой хлынув с дуги бытия, В приемную ринуться к вам без доклада. Я - мяч полногласья и яблоко лада. Bы знаете, кто мне закон и судья. Bпустите, мне надо видеть графа. О нем есть баллады. Он предупрежден. Я помню, как плакала мать, играв их, Как вздрагивал дом, обливаясь дождем. Позднее узнал я о мертвом Шопене. Но и до того, уже лет в шесть, Открылась мне сила такого сцепленья, Что можно подняться и землю унесть. Куда б утекли фонари околотка С пролетками и мостовыми, когда б Их марево не было, как на колодку, Набито на гул колокольных октав? Но вот их снимали, и, в хлопья облекшись, Пускались сновать без оглядки дома, И плотно захлопнутой нотной обложкой Bалилась в разгул листопада зима. Ей недоставало лишь нескольких звеньев, Чтоб выполнить раму и вырасти в звук, И музыкой - зеркалом исчезновенья Качнуться, выскальзывая из рук. В колодец ее обалделого взгляда Бадьей погружалась печаль, и, дойдя До дна, подымалась оттуда балладой И рушилась былью в обвязке дождя. Жестоко продрогши и до подбородков Закованные в железо и мрак, Прыжками, прыжками, коротким галопом Летели потоки в глухих киверах. Их кожаный строй был, как годы, бороздчат, Их шум был, как стук на монетном дворе, И вмиг запружалась рыдванами площадь, Деревья мотались, как дверцы карет. Насколько терпелось канавам и скатам, Покамест чекан принимала руда, Удар за ударом, трудясь до упаду, Дукаты из слякоти била вода. Потом начиналась работа граверов, И черви, разделав сырье под орех, Вгрызались в сознанье гербом договора, За радугой следом ползя по коре. Но лето ломалось, и всею махиной На август напарывались дерева, И в цинковой кипе фальшивых цехинов Тонули крушенья шаги и слова. Но вы безответны. B другой обстановке Недолго б длился мой конфуз. Но я набивался и сам на неловкость, Я знал, что на нее нарвусь. Я знал, что пожизненный мой собеседник, Меня привлекая страшнейшей из тяг, Молчит, крепясь из сил последних, И вечно числится в нетях. Я знал, что прелесть путешествий И каждый новый женский взгляд Лепечут о его соседстве И отрицать его велят. Но как пронесть мне этот ворох Признаний через ваш порог? Я трачу в глупых разговорах Все, что дорогой приберег. Зачем же, земские ярыги И полицейские крючки, Вы обнесли стеной религий Отца и мастера тоски? Зачем вы выдумали послух, Безбожие и ханжество, Когда он лишь меньшой из взрослых И сверстник сердца моего.",баллада
393,"Ах ты, мать моя, змея-мачеха!
Ты не бей меня, не позорь меня!
Я пойду гулять, разгуляюся,
С молодым купцом повидаюся,
И пойду гулять, наряжу себя,
Уберусь ли вся по-бывалому:
В косу длинную, в косу русую
Заплету — вот так — ленту алую;
У меня ль младой грудь высокая,
Глаза черные с поволокою,
На белой груди жар-кольцо горит...
Ах! подруженьки, вы не слышали,
Как в глухую ночь, в темной горнице
Мать зарезала добра молодца,
Деньги вынула, полы вымыла...
Что ты бьешь меня, что ты мучаешь?
Я пойду к нему, полечу к нему,
Завернусь в туман, вместе с месяцем...
Что ж ты бледен так в белом саване?
Я пришла к тебе, как ты сам велел...
Видишь, месяц уж ходит на небе,
А в сыром бору соловей запел…",баллада
394,"Уж как в ту ли ночь,
Что под бурею
Собирался в путь
Душа-молодец,
Не на званый пир,
Не в беседушку -
Через три села,
В гости к барину -
Допросить, узнать:
""Али весело
Подстрелить ему
Лебедь белую,
Что увезть, отнять
Молоду жену -
Жену молодца
Чернобровую?""
На кудрях его
Шляпы не было,
Дорогой кафтан
Не запахивал,
Соколиный глаз
Не прищуривал.

Уж как в ту ли ночь
Что есть сил скакал
Из гостей домой
Душа-молодец.
У него в лице
Крови не было, -
Рука правая
По локоть в крови...
Как в луга влетит -
Да усмехнется,
Через темной лес -
Расхохочется,
Али зелен бор
Откликается!",баллада
395,"Я спокойно, спокойно и сладко дремал,
Как печаль моя прочь удалилась;
Вдруг, в видении чудном полночного сна,
Мне прелестная дева явилась.

И та дева была вся как мрамор бела;
Привлекала своей красотой;
А глаза, будто перлы, светились у ней,
Рассыпалися кудри волной.

И так тихо, так тихо колеблясь, она,
Бледно-мраморный полночи дух,
Так неслышно на грудь преклонилась ко мне,
Бледно-мраморный полночи дух.

И дрожит и горит моя жаркая грудь,
И восторга и боли полна;
Но молчит, не стучит ее белая грудь,
Не стучит, и как лед холодна.

«Да, молчит, не стучит моя белая грудь,
Не стучит и как лед холодна;
Но я знаю блаженство, и верная грудь
Беспредельной любовью полна.

У меня нет огня на устах, на щеках
И у сердца не движется кровь:
Но, смотря на меня, позабудь ты свой страх,
Я тебе принесла всю любовь».

И сильнее, сильнее меня обняла,
И я чувствую — замер мой дух;
Но петух закричал, и незримо исчез
Бледно-мраморный полночи дух.",баллада
396,"На склоне у лона морской глубины
	Стояла стена вековая,
И мох зеленел по уступам стены,
	Трава колыхалась сухая.
И верхние плиты разбиты грозой
	В часы громовой непогоды,
Но стену ту любят за камень сырой
	Зеленые ветви природы:
Лоза подается с кудрявым плющом
	Туда, где слышнее прохлада,
И в полдень сверкает, играя с лучом,
	Прозрачный жемчуг винограда.
И всякому звуку внимает стена:
	Шумящий ли ворон несется —
И ворону в сторону явно сполна
	Двоякий полет отдается.
На море ли синем поют рыбари,
	Иль нимфы серебряным смехом
Тревожат пугливое ухо зари, —
	Стена им ответствует эхом.",баллада
397,"В чистом поле что есть силы
Скачет конь мой вороной.
Все кругом, как бы в могиле,
Полно мертвой тишиной.

В чистом поле, на просторе,
Мчусь я с песней удалой.
Кто-то- слышу - в темном боре
Перекликнулся со мной...

Полночь било; в темной дымке
Полумесяц молодой.
Чую: кто-то невидимкой
Скачет об руку со мной...",баллада
398,"В поле широком железом копыт
	Взрыто зеленое жито...
Там, под плакучей березой, лежит
	Молодец, тайно убитый.

Молодец, тайно убитый, лежит,
	Тайно в траву схороненный:
Весь он бедняжка, китайкой накрыт,
	Тонкой китайкой червонной.

Вот под березу девица пришла -
	Глазки горели звездами;
Тихо китайку она подняла,
	Вся залилася слезами.

Вот и другая девица пришла -
	Розой она расцветала -
С молодца тихо китайку сняла,
	Страстно его целовала.

Третья пришла...и был дик ее взор...
	Молвила: ""Спит - не разбудишь...
Спи, мой молодчик: теперь трех сестер
	Больше любить ты не будешь!"" –",баллада
399,"Ночь. Месяц отражается в Днепре. Над рекой мрачное ущелье. 
Русалки выносят из воды девушку-утопленницу, разоблачают ее и расчесывают ей косу.

Вод лазоревых жилица,
Пробудись, краса моя,
Наша новая сестрица,
Наша светлая струя!

К жизни чувствами воскресни,
Плавай с нами и резвись,
Пой пленительные песни,
В пену белую рядись!

Наслаждайся негой праздной, -
Омут краше всех хором:
Обнесен стеной алмазной
И унизан жемчугом.

Всех, кто жизни шлет проклятья,
Пылко, страстно полюби,
Замани в свои объятья
И в пучине утопи!",баллада
400,"Мечется и плачет, как дитя больное
В неспокойной люльке, озеро лесное:
Тучей потемнело, брызжет мелкой зернью -
Так и отливает серебром да чернью...
Ветер по дубраве серым волком рыщет,
Молния на землю жгучим ливнем прыщет,
И на голос бури, побросавши прялки,
Вынырнули со дна резвые русалки...
Любо некрещеным в бурю-непогоду
Кипятить и пенить жаркой грудью воду, 
Любо им за вихрем перелетным гнаться,
Любо звонким смехом с громом окликаться! 
Волны им щекочут плечи наливные,
Чешут белым гребнем косы рассыпные;
Ласточки быстрее, легче пены зыбкой,
Руки их мелькают белобокой рыбкой; 
Огоньком под пеплом щеки половеют;
Ярким изумрудом очи зеленеют. 
Плещутся русалки, мчатся вперегонку,
Лишь одна отстала, отплыла в сторонку... 
К берегу доплыла, на берег выходит,
Полными руками прутья ив разводит;
Притаилась в листве на прибрежье черном,
Словно белый лебедь в тростнике озерном. 
Вот уж понемногу непогодь стихает;
Ветер с листьев воду веником сметает; 
Тучки разлетелись, словно птицы в гнезды;
Бисером перловым высыпали звезды; 
Месяц двоерогий с неба голубого
Засветил отломком перстня золотого...
Вдруг, неподалеку, между пней и кочек,
Вспыхнул, словно свечка, синий огонечек,
Змейкой потянулся под травой высокой,
Светляком запрыгал над густой осокой,
Звездочкою взвился к деревам ветвистым
И закапал с листьев дождиком огнистым.
Искры, словно кудри, на ветер бросая,
Он перед русалкой пляшет, распевая:
«Слушай, водяная! быль, не небылица,
Как жила на свете красная девица,
Красная девица — из девиц царица:
То ль не черноброва, то ль не белолица!
Да на грех та девка с парнем полюбилась,
С парнем полюбилась, в прорубь утопилась!»
Вспрыгнула русалка, злится и топочет,
Изловить блудящий огонечек хочет;
Но проворней зайца огонек несется,
Около русалки по тропинкам вьется,
Скачет, словно белка, с ветки на другую,
Манит за собою, дразнит водяную:
«Слушай! полюби-ка ты меня, молодка!
Я ли уж не парень? Для любой – находка!
У меня в болоте тина да трясина:
Спи – не просыпайся, что твоя перина!..
Полно, не поймаешь: я тебя проворней;
Поплывем-ка лучше — в озере просторней!»
Он уж над водою и дрожит и вьется,
А за ним русалка бешено несется...
И опять по ветру искры рассыпая,
Огонечек пляшет, тихо напевая:
«А бывало, девка в божий храм ходила,
На селе под праздник хоровод водила,
Ночь на посиделках вплоть до утра пряла
Да своей старухе песни распевала...
Чай теперь получше у тебя есть прялка?»..

Но его не слышит более русалка:
Воду разогнала взмахом торопливым
И на дно нырнула с хохотом тоскливым.",баллада
401,"В предгорьи уже рассвело.
А нужно мне было немного -
Две пригоршни глины всего.
И с гор я спустился в долину,
Развёл над рекою костёр,
И красную вязкую глину
В ладонях размял и растёр.
Что знал я в ту пору о Боге
На тихой заре бытия?
Я вылепил руки и ноги,
И голову вылепил я.
И полон предчувствием смутным
Мечтал я, при свете огня,
Что будет он добрым и мудрым,
Что он пожалеет меня!
Когда ж он померк, этот длинный
День страхов, надежд и скорбей -
Мой бог, сотворённый из глины,
Сказал мне:
- Иди и убей!..
И канули годы, и снова -
Всё так же, но только грубей,
Мой бог, сотворенный из слова,
Твердил мне:
- Иди и убей!
И шёл я дорогою праха,
Мне в платье впивался репей,
И бог, сотворенный из страха,
Шептал мне:
- Иди и убей!
Но вновь я печально и строго
С утра выхожу за порог -",притча
402,"Двадцатый век был Волкодав.
А двадцать первый век – Кадавр.
Что будет? Голод? Спид? Война?
Быть может даже, атомная?
Накоплен в странах арсенал
И ждёт маньяка лишь сигнал.
Здесь - засуха. Там – ураган.
Детоубийца, наркоман.
Глобализация, распад.
Обвал на бирже, летом – град.
Пропало, что накоплено.",притча
403,"
Ах, как все относительно в мире этом!
Вот студент огорченно глядит в окно,
На душе у студента темным-темно:
""Запорол"" на экзаменах два предмета...
Ну а кто-то сказал бы ему сейчас:
- Эх, чудила, вот мне бы твои печали?
Я ""хвосты"" ликвидировал сотни раз,
Вот столкнись ты с предательством милых глаз -
Ты б от двоек сегодня вздыхал едва ли!
Только третий какой-нибудь человек
Улыбнулся бы: - Молодость... Люди, люди!..
Мне бы ваши печали! Любовь навек...
Все проходит на свете. Растает снег,
И весна на душе еще снова будет!
Ну а если все радости за спиной,
Если возраст подует тоскливой стужей
И сидишь ты беспомощный и седой -
Ничего-то уже не бывает хуже!
А в палате больной, посмотрев вокруг,
Усмехнулся бы горестно: - Ну сказали!
Возраст, возраст... Простите, мой милый друг.
Мне бы все ваши тяготы и печали!
Вот стоять, опираясь на костыли,
Иль валяться годами (уж вы поверьте),
От веселья и радостей всех вдали,
Это хуже, наверное, даже смерти!
Только те, кого в мире уж больше нет,
Если б дали им слово сейчас, сказали:
- От каких вы там стонете ваших бед?
Вы же дышите, видите белый свет,
Нам бы все ваши горести и печали!
Есть один только вечный пустой предел...
Вы ж привыкли и попросту позабыли,
Что, какой ни достался бы вам удел,
Если каждый ценил бы все то, что имел,
Как бы вы превосходно на свете жили!
",притча
404,"Алкид, Алкмены сын,
Столь славный мужеством и силою чудесной,
Однажды, проходя меж скал и меж стремнин
Опасною стезей и тесной,
Увидел на пути, свернувшись, будто еж
Лежит, чуть видное, не знает, что такое.
Он раздавить его хотел пятой. И что ж?
Оно раздулося и стало боле вдвое.
От гневу вспыхнув, тут Алкид
Тяжелой палицей своей его разит.
Глядит,
Оно страшней становится лишь с виду:
Толстеет, бухнет и растет,
Застановляет солнца свет
И заслоняет путь собою весь Алкиду.
Он бросил палицу и перед чудом сим
Стал в удивленьи недвижим.
Тогда ему Афина вдруг предстала.
""Оставь напрасный труд, мой брат!- она сказала.-
Чудовищу сему название Раздор.
Не тронуто,- его едва приметит взор;
Но если с ним кто вздумает сразиться,-
Оно от браней лишь тучнее становится,
И вырастает выше гор"".",притча
405,"Ангел мой, пойдем со мной,
Ты впереди, я за тобой;
Светлые крылья, посыпав прахом;
Стремление к жизни,
Подавляемое страхом;
Белые перья, обрезав ножом;
Я твой наставник, рожденный рабом;
Сгнивший нимб, над святой головой…
Не покидай мой разум, останься со мной…
Ангел мой, что с тобой?
Ты брошен Отцом, но принят мной.
Был бессмертным всегда,
Порожденный Градом,
Ангел кровь заразил
Человеческим ядом;
С опустевших небес
На колени упал;
Под соленым дождем,
Вместе со мной умирал;
Ангел мой, глаза закрой,
Уйди из жизни вместе со мной.
Брошен богом,
Забыт Сатаной;
Ангел погиб,
Он принят землей…
Проведших жизнь
На святых облаках…
Хоронят Ангелов
В деревянных гробах…
Кого выгнал рай,
И не принял Аид,
В объятьях своих
Земля схоронит…
Ангел мой, умри со мной,
Ты умрешь первым, а я за тобой.",притча
